country_host,name,requirements,study_field,study_level,url
Japón,"Beca Tecnológica para colombianos en Japón – Monbukagakusho, 2021","1. Nacionalidad: los postulantes deben poseer la nacionalidad de algún país que tenga relaciones diplomáticas con Japón. Los que poseen la nacionalidad japonesa no pueden postularse a esta beca.,2. Edad: los postulantes deben ser menores de 24 años al 1° de abril de 2021 (es decir, nacidos después del 2 de abril de 1996).,3. Estudios académicos: los postulantes deben haber completado por lo menos 11 años de educación (entre primaria y secundaria). Aquellos que cumplan con los requisitos mencionados a marzo de 2021 pueden postular.,4. Lengua japonesa: los postulantes deben, preferentemente, estudiar el idioma japonés. Las clases serán dictadas en dicha lengua.,5. Salud: los postulantes deben gozar de buena salud. En vista a problemas psicológicos que puedan surgir por el cambio brusco cultural y ambiental, tanto la salud física como mental son prerrequisitos esenciales.,6. Arribo al Japón: los postulantes deben poder llegar al Japón en la fecha indicada por MEXT (primera semana de abril de 2021).,RESTRICCIONES,a. Personal militar y empleados civiles militares activos quedan excluidos.,b. El postulante puede ser rechazado en caso de no arribar en la fecha indicada.,c. El postulante que haya sido becario anteriormente o que esté postulando a otra beca del Gobierno del Japón no será seleccionado.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-tecnologica-para-colombianos-en-japon-monbukagakusho-a0670/
otros países,"Becas de Pregrado de la UTDT para estudiantes internacionales en Vietnam (inglés), 2020","1. Nacionalidad de los solicitantes: nacionalidad extranjera, excepto laosiana, camboyana, tailandesa.,2. Estudiantes graduados de secundaria o equivalencia en otros países fuera del territorio de Vietnam.,3. El rendimiento académico promedio del último grado en la escuela secundaria o equivalencia debe ser Promedio Bueno o 6.5 (escala 10.0) o superior.,4. IELTS 5.0 o equivalencia de dominio del idioma inglés, o debe aprobar el examen de evaluación de dominio del idioma inglés de TDTU. Los solicitantes de países donde el inglés es su idioma principal están exentos de este requisito.,5. Según el rendimiento académico de la escuela secundaria del solicitante, el consejo de evaluación de becas de TDTU selecciona los mejores de la lista de solicitantes para asignar las becas hasta que se agoten.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-de-pregrado-de-la-utdt-para-estudiantes-internacionales-en-vietnam-ingles-a1765/
México,"Becas CONACYT para Estancias Posdoctorales por México en atención a la contingencia del Covid-19, 2020","1. Ser profesionista mexicana/o o extranjera/o.,2. Tener residencia permanente en México.,3. Contar con grado de doctor. Para el caso de que el/la Aspirante tenga el grado de doctor deberá contar con el Acta de Examen o Título para el registro en su Currículum Vitae Único(CVU).,4. Sin restricción disciplinar o especialidad equivalente (cuando se trate del área de ciencias médicas y de la salud).,5. Ser aceptado/a, a través de un oficio de postulación, para realizar una estancia posdoctoral en una Institución Receptora.,6. Crear su firma electrónica en el aplicativo informático del Conacyt.,7. Tener vigente la e.firma que emite el SAT, necesaria para la formalización de la beca, en el caso de ser asignada.,8. Crear o actualizar el Currículum Vitae Único (CVU) en el portal del Conacyt. Para esta convocatoria, es requisito obligatorio tener completas y actualizadas las siguientes secciones del CVU:,8.1. Datos Generales.,8.2. Residencia permanente.,8.3. Formación Académica.,8.4. Dichas secciones deberán ser llenadas antes de iniciar el registro de la solicitud en línea, de lo contrario el sistema no permitirá concluir su captura.,9. No contar con una plaza definitiva o una relación laboral durante la vigencia de la beca.,10. Dedicación de tiempo completo a la estancia en la Institución receptora.,11. No haber recibido apoyo del Conacyt para la realización de un 2do año de estancia posdoctoral o no tener un apoyo vigente en alguno de sus programas al momento de la postulación.,12. En caso de haber gozado de una beca del Conacyt en sus estudios anteriores, deberá haber concluido su trámite de solicitud de Carta de Reconocimiento a la fecha de presentar la solicitud de apoyo en la presente convocatoria.,13. Capturar y enviar la postulación en el Formato de Solicitud disponible en el Sistema de Cómputo del Conacyt en Internet.,14. En caso de ser asignado el apoyo solicitado en la presente convocatoria, no deberá tener otro apoyo vigente por parte del Conacyt.,15. De la Institución Receptora:,15.1. Ser una dependencia o entidad de la administración pública federal o local, incluyendo las secretarías de salud. o un hospital público o instituto de salud público, federal o local. o un laboratorio autorizado por el Instituto de Diagnóstico y Referencia Epidemiológicos (InDRE) para realizar pruebas de detección.,15.2. Contar con preinscripción o inscripción vigente en el RENIECyT.,15.3. Contar con el cuerpo académico y la infraestructura necesaria para el desarrollo del proyecto propuesto de investigación, o de incidencia, o de desarrollo tecnológico, o de contención, relacionado con la pandemia del virus SARS-CoV-2.,16. Del/de la Responsable del Proyecto:,16.1. Ser funcionario/a vigente con nivel directivo o superior en la Institución Receptora.,16.2. Crear o actualizar su Currículum Vitae Único (CVU) en el portal del Conacyt.,16.3. Registrar su firma electrónica en el aplicativo informático del Conacyt.,NOTA: En el llenado del CVU se recomienda a el/la Responsable de Proyecto y a el/la Aspirante no dejar campos vacíos, aun y cuando éstos no sean obligatorios, así como mantener actualizada la información de su CVU (ej. trayectoria profesional, producción científica, tecnológica y de innovación, etc.), ya que la información contenida en éste será utilizada en el proceso de evaluación.",ciencias de la computación,Posdoctorado,https://becas-sin-fronteras.com/beca/becas-conacyt-para-estancias-posdoctorales-por-mexico-en-atencion-a-la-contingencia-del-covid-19-a1595/
China,"Becas de Maestría YES CHINA para Jóvenes Destacados con Perfiles de Excelencia, 2020","1. Gozar de buena salud física y mental y no ser mayor de 45 años al 1 de septiembre del 2020.,2. Título de pregrado o superior, por lo menos 3 años de experiencia laboral y alguna experiencia educativa o profesional relacionada al programa al que apliques.,3. Ocupar una posición laboral de alto nivel en la que puedas aplicar el conocimiento adquirido a través del programa.,4. Dominio del inglés, constatado por un puntaje mínimo de 6.0 en el IELTS Académico o de 80 en el TOEFL.,5. Alta proyección laboral y la voluntad de promover la cooperación mutua y el intercambio entre China y Colombia.,6. No serán consideradas aquellas personas que ya estudien en China o que ya se han beneficiado de becas del gobierno chino.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-yes-china-para-jovenes-destacados-con-perfiles-de-excelencia-a1605/
España,"Becas Fundación Renta 4, 2020","1. Ser español, o poseer la nacionalidad de un Estado miembro de la Unión Europea o de Chile, Perú y Colombia.,1.1. En el caso de ciudadanos de la Unión, Chile, Perú y Colombia o de sus familiares, tener derechos de libre circulación y residencia, se requerirá que tengan la condición de residentes permanentes.,2. No poseer en el momento de solicitar la beca un título de nivel igual o superior al de los estudios para los que se pide la beca.,3. Reunir el resto de requisitos que se especifican en la convocatoria.,4. Para grado y titulaciones universitarias de primer y segundo ciclo (primer curso):,4.1. Quedar matriculado del número de créditos que establece la convocatoria.,4.2. Haber obtenido una nota de acceso (según la fórmula 0,6 NMB + 0,4 EBAU) o una nota de acceso de CFGS u otra prueba de acceso, de al menos 5,50 puntos,5. Para grado y titulaciones universitarias de primer y segundo ciclo (segundo curso).,5.1. Quedar matriculado del número de créditos que establece la convocatoria.,5.2. Haber aprobado como mínimo el 85% de los créditos matriculados en el curso anterior.,6. Para enseñanzas de máster:,6.1. Quedar matriculado del número de créditos que establece la convocatoria.,6.2. Haber aprobado el 100% de los créditos matriculados en el curso anterior.,6.3. Haber obtenido una media de 7,00 puntos en el curso anterior (6,5 si es un máster habilitante).","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-fundacion-renta-4-a1630/
"España,otros países","Becas de investigación SEGIB – Fundación Carolina, 2020-2021","1. Tener ciudadanía de algún país de la Comunidad Iberoamericana de Naciones en el momento de solicitar la beca.,2. Tener completado un graduado universitario de carreras de no menos de cuatro años de duración con título de licenciatura, ingeniería o equivalente.,3. Ser estudiante de máster o de doctorado, o estar en posesión del título de maestría o título de doctor.,4. Cumplir con los requisitos de excelencia curricular y experiencia académica o profesional.,5. Cumplir con las exigencias legales o contractuales establecidas por la SEGIB y por la Fundación Carolina.,6. Haber obtenido previamente la invitación de la universidad o de la institución, española o latinoamericana, donde se realice la investigación.,CENTROS RECEPTORES,a. Puede realizarse la estancia en cualquiera de las universidades o instituciones de investigación, españolas o latinoamericanas, de países miembros de la Comunidad Iberoamericana de Naciones.,b. Para hacer efectiva la beca es necesario que, en el momento de la solicitud, cada solicitante cuente con una invitación por parte de la universidad o centro elegido. En ningún caso la Fundación Carolina tramita estas invitaciones.,CONDICIONES DE LA BECA,1. El régimen de la beca es de dedicación exclusiva, por lo que es incompatible con cualquier otro tipo de beca o remuneración económica sin conocimiento expreso y autorización de la Fundación Carolina y la SEGIB.,2. El incumplimiento de estos requisitos, y de aquellos otros que se establecen en la carta de compromiso a firmar por las personas becadas para la aceptación de la beca, así como la comprobación de la inexactitud de los datos aportados por el mismo en el proceso de selección, dan lugar a la interrupción y retirada de la beca, así como a la reclamación de todos los fondos invertidos hasta el momento.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-segib-fundacion-carolina-a0076/
España,"Becas Fundación BBVA para Latinoamérica, Máster en Espacios Naturales Protegidos, 2021","1. Ser nacional de un país de América Latina miembro de la Comunidad Iberoamericana de Naciones.,2. Tener residencia en un país de América Latina miembro de la Comunidad Iberoamericana de Naciones.,3. Estar en posesión de un título universitario de licenciado, ingeniero, arquitecto u otro título equivalente al título de Grado en el sistema universitario español en el momento de concurrir a esta convocatoria.,4. Tener experiencia previa académica o profesional en el ámbito de los espacios protegidos o la conservación de la naturaleza en general. Deberá ser detallada en el formulario de solicitud.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-espacios-naturales-protegidos-bbva-a0592/
Suiza,"Beca Académica Internacional en Hochschule Luzern, Suiza, 2020","1. Ser un estudiante extranjero.,2. Tener una licenciatura reconocida.,3. Haber sido admitido en un programa de maestría por una de las Escuelas de la Universidad de Ciencias y Artes Aplicadas de Lucerna.,4. Estar recomendado como candidato para la beca.,5. Haber mantenido un buen nivel en sus estudios previos.,6. Carecer de los medios financieros para estudiar en la Universidad de Ciencias y Artes Aplicadas de Lucerna.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-academica-internacional-en-hochschule-luzern-suiza-a1538/
el Reino Unido,"Becas Westminster completas para estudiantes internacionales, 2020","1. Ser un estudiante internacional.,2. Tener una oferta para un curso de pregrado a tiempo completo.,3. Ser residente de un país en vías de desarrollo. Para nuestros fines de asignación de becas, el término ""en vías de desarrollo"" incluye a los países de ingresos medios. La siguiente es una lista de países considerados como ""desarrollados"".,Si su país NO está en la lista, entonces es elegible para presentar una solicitud:,Andorra, Australia, Austria, Bélgica, Bulgaria, Canadá, Croacia, Chipre, República Checa, Dinamarca, Estonia, Finlandia, Francia, Alemania, Gibraltar, Grecia, Hungría, Islandia, Irlanda, Israel, Italia, Japón, Letonia, Liechtenstein, Lituania , Luxemburgo, Malta, Países Bajos, Nueva Zelanda, Noruega, Polonia, Portugal, Rumania, Rusia, San Marino, Singapur, Eslovaquia, Eslovenia, España, Suecia, Suiza, Reino Unido, Estados Unidos, Ciudad del Vaticano.",ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-reino-unido-beca-westminster-completa-para-estudiantes-internacionales-11352/
"España,Estados Unidos,Francia,el Reino Unido","Becas para maestría Prodigy Finance Global, 2020","1. Cualquiera que quiera estudiar sus maestrías en el extranjero en una de las escuelas que apoyamos en el Reino Unido, Estados Unidos, Francia o España.,2. Estudiantes que llevan consigo el espíritu del internacionalismo.,3. Tanto los clientes de Prodigy Finance como aquellos que aún no han presentado una solicitud con la empresa.,4. Personas de alto potencial que pueden expresar el por qué se merecen esta beca.,5. Tener 18 años o más.,6. Tener el derecho legal de ser residente y estudiar en el Reino Unido, los Estados Unidos, Francia o España para los años académicos 2020 o 2021.,7. Haber comenzado estudios, o comenzar estudios en un corto plazo, en una institución académica apoyada por Prodigy Finance en el momento en que se elige el destinatario de la beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestria-prodigy-finance-global-a1567/
Japón,"Beca para Doctorado en Ciencias de la Sostenibilidad, Japan Foundation for UNU (JFUNU) Scholarship, 2020","1. Los solicitantes deben ser de países en desarrollo, incluidos en la última lista del CAD de la OCDE, que puedan demostrar la necesidad de asistencia financiera.,2. Los solicitantes que actualmente viven en Japón con una visa de trabajo NO son elegibles para la beca.,3. Los solicitantes que quieran obtener un segundo doctorado en la UNU-IAS no son elegibles para la beca.",ciencias de la computación,Doctorado,https://becas-sin-fronteras.com/beca/becas-japon-japan-foundation-for-unu-jfunu-scholarship-11693/
"Argentina,Brasil,Chile,España,México,Perú,Portugal,Puerto Rico,Uruguay","Becas Iberoamericana – Santander Grado Colombia, 2019-2020","1. Deberán ser estudiantes matriculados en alguna de las Universidades Origen y cursar estudios de pregrado, habiendo obtenido al menos la mitad de los créditos o superado los dos primeros cursos de sus estudios.,2. La estancia y estudios en la Universidad de Destino deberán realizarse en el período comprendido entre el segundo semestre del año 2020. En cualquier caso, el inicio del disfrute de las Becas siempre tendrá que ser antes de finalizar el mes de diciembre de 2020.,3. El seguro cuya contratación se recomienda a los estudiantes beneficiarios tendrá la misma duración de la Beca y deberá incluir, como mínimo, las coberturas de:,3.1. fallecimiento o invalidez permanente por accidente,,3.2. transporte o repatriación sanitaria de fallecidos, heridos o enfermos,,3.3. gastos médicos y quirúrgicos, hospitalización por enfermedad o accidente,3.4. responsabilidad civil privada.,4. Solicitar una carta de aceptación la Universidad sobre la movilidad a la que se está postulando para la beca.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-iberoamericana-santander-grado-colombia-a1429/
España,"Becas de maestría para estudiantes latinoamericanos en la UJI, España, 2020-2021","RELACIÓN DE PAÍSES CUYOS NACIONALES PUEDEN SOLICITAR ESTAS BECAS:,Argentina, Bolivia, Brasil, Chile, Colombia, Costa Rica, Cuba, República Dominicana, Ecuador, El Salvador, Guatemala, Haití, Honduras, México, Nicaragua, Panamá, Paraguay, Perú, Puerto Rico, Uruguay, Venezuela,REQUISITOS PARA QUIENES SOLICITAN LA BECA PARA INICIAR ESTUDIOS OFICIALES DE MÁSTER EN AL UJI:,1. Tener un título de grado expedido por una universidad latinoamericana con antelación a la fecha de finalización del plazo de presentación de solicitudes de esta convocatoria de becas y que habilite legalmente para cursar estudios de máster. El mencionado título deberá estar debidamente legalizado por los medios válidamente reconocidos a nivel internacional.,2. Ser nacional y residente de un país de América Latina de los relacionados en el Anexo II de la convocatoria. Quedan exceptuados los solicitantes que gocen del estatuto de refugiado otorgado por el Reino de España. Los solicitantes con doble nacionalidad deberán elegir la nacionalidad con la que desean cumplimentar el formulario de solicitud de beca y, en consecuencia, aportar los datos de identificación correspondientes a la misma. No se admitirán solicitudes que elijan la nacionalidad española.,3. Solicitud de una sola beca por persona y máster. Se excluye la posibilidad de obtener beca para cursos de especialización u otros distintos a los estudios oficiales de master universitario.,4. No haber sido nunca beneficiario/a de una de estas becas en convocatorias anteriores, salvo casos de renovación para continuación en másteres de duración mayor a un curso académico iniciados en el curso 2019/20.,5. No haber renunciado a una de estas becas fuera del plazo establecido salvo en casos de fuerza mayor debidamente acreditados.,6. No estar cursando en el UJI el máster para el cual se solicita la beca.,7. No haber realizado o estar realizando otros estudios de máster oficial de la Universidad Jaume I.,8. No tener pagos pendientes reclamados por la UJI.,9. Estar en posesión de pasaporte nacional con una validez mínima de 6 meses en el momento de incorporación a la UJI, en el caso de personas que soliciten másteres presenciales o semipresenciales.,10. No estar incluido en ninguna de las prohibiciones señaladas en el art. 13.2 de la Ley 38/2003, general de subvenciones (BOE 18/11/2003).,11. Indicar una dirección de correo electrónico permanente, personal e intransferible a efectos de notificaciones.,12. En el caso de másteres interuniversitarios, tan solo se admitirán solicitudes y se concederán becas para cursar aquellos másteres cuya preinscripción y matrícula pueda ser tramitada en la Universitat Jaume I.,PARA LAS PERSONAS QUE SOLICITAN LA RENOVACIÓN DE SU BECA:,Las personas beneficiarias de este programa durante el curso académico 2019/20, cuyos másteres tuvieran una duración inicial de más de un curso académico, deberán presentar de nuevo solicitud si desean obtener una beca para continuar sus estudios durante el curso 2020/21. La presentación de la solicitud y cumplimiento de los requisitos establecidos en el párrafo siguiente, supondrá la renovación de la ayuda económica.,1. Sólo podrán solicitar la renovación las personas inscritas en másteres cuya duración inicial supere el curso académico, y no aquellas que, aun teniendo una duración de un curso académico, hayan decidido no matricularse en todos los módulos o asignaturas durante el curso académico 2019/20 y hacerlo en dos o más cursos sucesivos.,2. Presentar informe favorable del docente o investigador responsable de la actividad desarrollada por el becario durante el primer semestre del curso académico 2019/20.,3. Estar en posesión de la correspondiente Tarjeta de Estudiante extranjero, o refugiado (en su caso, en España), o acreditar su tramitación, salvo las personas beneficiarias de beca para cursar el máster a distancia.,4. No encontrarse incurso en alguna de las prohibiciones señaladas en el artículo 13.2 de la Ley 38/2003, de 17 de noviembre, General de Subvenciones.,5. Tener pagada la parte de la matrícula del máster correspondiente no cubierto por la beca de matrícula obtenida para el curso 2019/20. 6,6. No tener pagos pendientes reclamados por la UJI.,7. Justificar convenientemente el aprovechamiento de la beca durante el primer año de duración del máster, mediante la presentación de los documentos que demuestren la superación de los cursos matriculados cubiertos por la beca anterior. Puesto que este requisito no puede acreditarse en el momento de presentación de la solicitud de renovación, la concesión definitiva de la beca de renovación quedará condicionada a la presentación efectiva del mismo antes de la finalización del curso académico 2019/20.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-para-estudiantes-latinoamericanos-en-la-uji-espana-a1452/
Corea del Sur,"Becas KOICA-HGU para maestría en competencia tecnoempresarial en Corea del Sur, 2020","Podrán participar 15 funcionarios gubernamentales.,Se requiere conocimientos de inglés fluido. Los estudiantes de KOICA-HGU deben obtener créditos para todos los cursos especializados en inglés y escribir sus tesis de graduación (documentos académicos) en inglés.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-hgu-para-maestria-en-competencia-tecnoempresarial-en-corea-del-sur-a1441/
Corea del Sur,"Becas KOICA-Hallym para maestría en respuesta al cambio climático en Corea del Sur, 2020","Podrán participar 15 funcionarios gubernamentales de los países elegibles.,Se requiere inglés fluido. Los estudiantes de KOICA-HGU deben obtener créditos para todos los cursos especializados en inglés y escribir sus tesis de graduación (documentos académicos) en inglés.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-hallym-para-maestria-en-respuesta-al-cambio-climatico-en-corea-del-sur-a1440/
Corea del Sur,"Becas KOICA KAIST para maestrías en Corea del Sur, 2020","REQUISITOS.,1. Ser funcionario público y contar con la nominación gubernamental respectiva.,2. Experiencia mínima de dos años en áreas relacionadas a la maestría de interés.,3. De preferencia, ser menor de 40 años al 01 de febrero de 2020.,4. Contar con estudios a nivel universitario.,5. Buen manejo del idioma inglés, tanto hablado como escrito.,6. Buena salud física y mental.,7. No haber sido beneficiario de becas del Gobierno coreano en el pasado (para programas de maestría).,8. Otras calificaciones específicas establecidas por la institución educativa coreana a la que aplica (favor referirse al “Program Information”).","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-koica-kaist-para-maestrias-en-corea-del-sur-a1439/
Estados Unidos,"Becas del Fondo Davis-Putter para estudiantes indocumentados en Estados Unidos, 2020","1. Los solicitantes deben residir en los EEUU,2. Deben planear inscribirse en (o ya estar asistiendo) a una universidad, colegio o escuela de posgrado en los EEUU.,3. Para obtener más consideración, la necesidad financiera es vital, y se les pedirá a los candidatos que presenten evidencia de su necesidad en sus solicitudes.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-del-fondo-davis-putter-para-estudiantes-indocumentados-en-estados-unidos-a1461/
China,"Programa de Becas la Gran Muralla – UNESCO – Gobierno de China, 2020","1. El aspirante debe ser colombiano, mayor de 23 años y menor de 50 años,2. Tener un promedio de notas de pregrado o maestría de 3,7/5,0,3. Contar preferiblemente con mínimo 1 año de experiencia profesional en áreas relacionadas al programa,4. Tener buenos conocimientos de idioma inglés con puntaje mínimo en prueba escrita: TOEFL (IBT): 65 puntos, CBT: 183 puntos, IELTS: 6.5, English Test (MET) B2 (53 a 63 puntos),5. Gozar de excelente salud física y mental.,NOTA: TODOS LOS ASPIRANTES DEBERÁN ADJUNTAR LOS DOCUMENTOS REQUERIDOS EN ESTA CONVOCATORIA EN LA PLATAFORMA DEL GOBIERNO CHINO (CSC). - Para más información, visite: http://bit.ly/2XcHzuG.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/programa-de-becas-la-gran-muralla-unesco-gobierno-de-china-a1512/
online,"Becas OEA – UNIR para maestrías virtuales en español para mujeres, 2020","1. Las becas están destinadas exclusivamente a mujeres que deseen realizar una Maestría en el área de ingeniería y diseño.,2. Serán elegibles las interesadas con nacionalidad y/o residencia legal permanente de cualquiera de los Estados Miembros de la SG/OEA.,3. Para ser beneficiaria de la beca, la candidata deberá haber finalizado el proceso de admisión y haber sido admitida en el programa de estudios en UNIR.,4. No haber recibido otras becas académicas de la OEA, en el mismo nivel de estudios propuesto a esta convocatoria.,5. Antes de iniciar cualquier Programa de estudio, toda Becaria deberá demostrar su capacidad financiera para solventar los costos del Programa no cubierto por esta beca dentro de un plazo establecido.,6. No serán elegibles los funcionarios de la SG/OEA, las personas que se encuentren bajo contrato por resultados con la SG/OEA, el personal de las Misiones Permanentes ante la OEA ni los familiares de todas las personas antes mencionadas.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-unir-para-maestrias-virtuales-en-espanol-para-mujeres-a1296/
China,"Beca parcial OEA para maestría y doctorado en China, 2020","REQUISITOS DE ELEGIBILIDAD:,A) Los solicitantes deben:,1. Ser ciudadanos no chinos,2. Ser ciudadanos o residentes permanentes de un Estado miembro de la OEA.,3. Tener buena salud física y mental para emprender y terminar con éxito el programa de estudio.,4. Regresar a su país patrocinador y residir allí durante al menos dos años una vez finalizado el programa de estudios en la República Popular de China.,B) Antecedentes educativos y límite de edad:,1. Los solicitantes de programas de maestría deben tener una licenciatura y ser menores de 35 años.,2. Los solicitantes de programas de doctorado deben tener un título de maestría y ser menores de 40 años.,3. Los solicitantes de estudios generales deben haber completado al menos dos años de estudios de pregrado y tener menos de 45 años, y pueden estudiar todas las especialidades, excepto el idioma chino.,4. Los solicitantes de estudios superiores deben tener un título de maestría o superior, o tener títulos académicos de profesor asociado o superior, y tener menos de 50 años.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/beca-parcial-oea-para-maestria-y-doctorado-en-china-a1293/
"Eslovenia,Italia","Becas Erasmus+, BIM A+, European Master In Building Information Modelling, 2020","1. Tener un título en Ingeniería Civil, Arquitectura o calificaciones equivalentes. Por lo general, se espera que los estudiantes tengan un título de educación superior con un mínimo de: Licenciatura con 300 puntos de crédito ECTS * (generalmente equivalente a una licenciatura de 5 años). En situaciones excepcionales, los solicitantes con 240 puntos de crédito ECTS, con experiencia laboral previa pueden aplicar (sujeto a análisis caso por caso de elegibilidad de experiencia laboral para compensar los 60 ECTS faltantes).,2. Este requisito se convierte en una Maestría con 300 puntos de crédito ECTS * para todos los estudiantes cuya trayectoria de movilidad incluye POLIMI (generalmente equivalente a una Maestría con un total de 5 años de estudios).,3. Los estudiantes que no hayan completado su Ingeniería Civil o Arquitectura o un título equivalente pero pronostiquen graduarse antes del 31 de agosto de 2020, pueden postularse al curso de Maestría y recibir una beca. Si se selecciona, su admisión estará condicionada a la recepción del diploma de grado por parte de la Secretaría de Maestría antes del 31 de julio de 2020 (becarios de la Comisión Europea) y el 31 de agosto de 2020 (otros solicitantes),Clasificación de los Solicitantes. La clasificación de los solicitantes elegibles se basa en los siguientes criterios:,1. Estudios previos de educación superior y calidad de las instituciones.,2. Experiencia laboral relevante.,3. Cartas de recomendación.,4. Carta de motivación.,5. Información adicional (publicación, premios, etc.),6. IDIOMA,7. El idioma de instrucción y el idioma de los exámenes es el inglés. Los cursos (incluido el material del curso), los exámenes y el asesoramiento de estudio solo están disponibles en inglés.,También se alienta a los estudiantes a asistir a un curso nacional de idioma y cultura (portugués, italiano o esloveno).,¿Se excluirán las aplicaciones por nacionalidad? BIM A + acepta aplicaciones de todo el mundo; no hay exclusiones con respecto a la nacionalidad o ciudadanía.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-bim-a-plus-european-master-in-building-information-modelling-a0241/
"España,Francia,Portugal","Becas Erasmus +, WAVES, de maestría en Ingeniería Acústica, 2020","1. El programa es para candidatos de alto rendimiento, procedentes de disciplinas relacionadas con la acústica, como las telecomunicaciones, física, ingeniería mecánica o eléctrica, matemáticas, informática, etc.,2. El programa de estudios proporciona conocimientos científicos y capacidades para abordar los retos que plantea la acústica, tanto en el ámbito industrial como científico y académico. Esta formación permitirá a los titulados optar a los trabajos de alta cualificación que se generan en diversos sectores, para la reducción del impacto ambiental del ruido, su disminución en sistemas de transporte (aeronáutica, automoción, ferrocarril), construcción de edificios e infraestructuras, energía (vigilancia estructural de centrales nucleares o energía eólica…), construcción y evaluación de sistemas de sonido e instrumentos musicales, oceanografía, geofísica, sistemas de monitorización de la salud con ultrasonidos.,3. Contar con un promedio de calificaciones (Grade Point Average-GPA) de al menos el 75% de la escala máxima requerida.,4. Los estudiantes que hayan obtenido previamente una beca EMJMD, o una beca Erasmus Mundus Master Course / Joint Doctorate, no son elegibles para solicitar una beca adicional bajo la acción EMJMD.,5. Los becarios de EMJMD no pueden beneficiarse de otro plan de becas financiado por la UE para seguir el mismo curso de EMJMD y esto durante todo el período del curso.,6. No más de 3 candidatos con la misma nacionalidad pueden recibir una beca EMJMD durante la misma admisión.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-waves-de-maestria-en-ingenieria-acustica-a1360/
México,"Programa de Becas Posdoctorales en la UNAM, POSDOC, 2020","Perfil de los candidatos,1. Deberán de haber obtenido su doctorado en alguna institución de reconocido prestigio dentro de los cinco años previos a la fecha de inicio de la estancia posdoctoral.,2. Deberán tener una productividad demostrada por medio de obra publicada o aceptada para su publicación en revistas especializadas de prestigio internacional u otros medios de reconocida calidad académica.,3. No deberán de tener contrato de trabajo con la UNAM al momento de iniciar la beca, ni durante el periodo de la beca.","ciencias de la computación,Ingeniería",Posdoctorado,https://becas-sin-fronteras.com/beca/programa-de-becas-posdoctorales-en-la-unam-posdoc-a1241/
China,"Becas para estudios de Doctorado en áreas de Economía Naranja en China, 2020","El aspirante debe:,1. Ser colombiano,2. Mayor de 23 años y menor de 40 años,3. Tener un promedio mínimo de notas de maestría de 3,7/5,0,4. Contar preferiblemente con mínimo 1 año de experiencia profesional (ES DECIR, LUEGO DE HABER OBTENIDO EL TÍTULO UNIVERSITARIO) en el área del programa a realizar y,5. Gozar de buena salud física y mental.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-para-estudios-de-doctorado-en-areas-de-economia-naranja-en-china-a1283/
